household_key,BASKET_ID,DAY,PRODUCT_ID,QUANTITY,SALES_VALUE,STORE_ID,RETAIL_DISC,TRANS_TIME,WEEK_NO,COUPON_DISC,COUPON_MATCH_DISC
1988,27855602541,73,30000,1,7.99,3214,0,1539,11,0,0
997,28012142611,86,30000,2,1.98,3182,0,1920,13,0,0
203,28273880965,107,30000,1,0.99,3274,0,1517,16,0,0
997,30734102880,248,30000,1,0.91,3182,0,2134,36,0,0
997,31049323325,272,30000,1,0.91,3182,0,2121,40,0,0
997,31228403163,286,30000,2,1.82,3182,0,2103,42,0,0
1675,29332931401,176,30000,1,2,3235,-1.35,1652,26,0,0
997,28012142611,86,30000,3,8.37,3182,-2.7,1920,13,0,0
997,28641796466,131,30000,2,7.38,3182,0,1434,19,0,0
997,28800976041,140,30000,2,7.38,3182,0,1359,21,0,0
997,29046330695,157,30000,2,5.38,3182,0,1140,23,0,0
997,29197667908,167,30000,1,2.69,3182,0,1842,25,0,0
997,29302845385,174,30000,1,2.69,3182,0,1024,26,0,0
997,29438842579,182,30000,1,2.69,3182,0,2015,27,0,0
997,29605285324,191,30000,1,2.69,3182,0,928,28,0,0
997,29908507818,208,30000,2,5.38,3182,0,1916,30,0,0
997,30590003347,236,30000,4,10.76,3182,0,2019,34,0,0
997,30734102880,248,30000,1,2.69,3182,0,2134,36,0,0
486,30636771192,242,30000,1,0.33,3217,-0.26,1411,35,0,0
1032,30759511153,250,30000,1,1.89,3087,0,1331,36,0,0
2182,27471976071,41,30000,2,2.5,3262,0,1332,7,0,0
1957,27386635643,33,30000,1,5.99,3313,-3,1223,5,0,0
1409,28802065855,142,30000,1,5.99,3238,-3,1141,21,0,0
486,31257536691,288,30000,1,1.05,3217,0,1724,42,0,0
1959,29741515603,196,30000,1,1,3271,-0.19,1307,29,0,0
1894,28201395124,101,30000,1,1,3234,-0.59,2330,15,0,0
1814,30795980406,253,30000,1,2.59,3274,0,1217,37,0,0
1675,27956451513,82,30000,1,1.97,3235,0,1844,12,0,0
1675,28334505677,112,30000,1,1.97,3235,0,1257,17,0,0
1957,28641340435,131,30000,1,1,3272,0,1058,19,0,0
1957,29117105693,160,30000,1,0.8,3313,-0.2,1217,24,0,0
1959,29741515603,196,30000,1,1.67,3271,-0.22,1307,29,0,0
1113,28124575945,96,30000,1,1.15,3270,0,1030,14,0,0
486,30809521071,254,30000,1,0.34,3217,-0.25,1426,37,0,0
1675,29332931401,176,30000,1,2,3235,-1.35,1652,26,0,0
486,30809521071,254,30000,1,0.8,3217,-0.45,1426,37,0,0
2182,30541077983,231,30000,1,2.48,3262,-1.71,2217,34,0,0
1409,28517258574,121,30000,1,2,3313,-0.39,909,18,0,0
1409,28621613592,129,30000,2,4,3313,-0.78,1003,19,0,0
1409,28802065855,142,30000,4,8,3238,-1.56,1141,21,0,0
1959,29741515603,196,30000,1,1.67,3271,-0.62,1307,29,0,0
32,28273822100,107,30000,2,2.5,3036,-1.2,1751,16,0,0
284,29531116865,188,30000,2,3.34,3262,-0.16,1705,28,0,0
486,31257536691,288,30000,1,1.72,3217,0,1724,42,0,0
1957,27867496285,73,30000,1,2.5,3313,-0.69,1430,11,0,0
1420,30591251330,238,30000,1,2.5,3297,-0.45,1342,35,0,0
1957,28641340435,131,30000,1,1,3272,0,1058,19,0,0
1957,28924865555,149,30000,1,1,3313,0,1038,22,0,0
1957,29117105693,160,30000,1,0.8,3313,-0.2,1217,24,0,0
2230,28350715060,114,30000,1,1.99,3128,0,139,17,0,0
364,27622632176,53,30000,1,3.99,3313,-1,1853,8,0,0
1332,28261400646,106,30000,1,0.95,3043,0,1131,16,0,0
997,31726100030,316,30000,1,1.5,3182,-2.09,2239,46,0,0
32,27819482409,70,30000,1,1,3257,-0.49,2009,11,0,0
1957,28641340435,131,30000,1,1.2,3272,-0.35,1058,19,0,0
1675,30828712214,256,30000,1,1.5,3235,-0.49,2140,37,0,0
1409,29045812066,156,30000,1,6.99,3313,0,1723,23,0,0
1957,28059530729,89,30000,1,2,3313,-0.79,1228,13,0,0
1675,31821756679,324,30000,1,3.59,3235,0,1740,47,0,0
1988,28200052099,100,30000,4,14.28,3214,0,1440,15,0,0
997,27777005976,67,30000,1,2.39,3182,0,1141,10,0,0
997,28641796466,131,30000,1,2.39,3182,0,1434,19,0,0
997,28800976041,140,30000,1,2.39,3182,0,1359,21,0,0
997,29046330695,157,30000,1,2.39,3182,0,1140,23,0,0
997,29197667908,167,30000,1,2.39,3182,0,1842,25,0,0
997,29438842579,182,30000,1,2.39,3182,0,2015,27,0,0
997,29908507818,208,30000,1,2.39,3182,0,1916,30,0,0
997,31427012828,300,30000,1,2.39,3182,0,1913,44,0,0
997,29197667908,167,30000,1,2.69,3182,0,1842,25,0,0
997,29438842579,182,30000,1,2.69,3182,0,2015,27,0,0
997,29605285324,191,30000,1,2.69,3182,0,928,28,0,0
997,30734102880,248,30000,2,3.76,3182,0,2134,36,0,0
32,28059627062,90,30000,1,1.25,3257,-0.74,1828,14,0,0
1338,27639966001,54,30000,1,2.79,3165,0,1809,8,0,0
1182,29513258664,186,30000,1,1.45,3287,0,2117,27,0,0
364,27023651934,4,30000,2,5,3313,-1.78,1551,1,0,0
1675,27820100290,70,30000,2,1.22,3235,0,1045,11,0,0
1675,29989220703,210,30000,4,2.76,3235,0,1306,31,0,0
1675,31415760478,299,30000,4,2,3235,-1,1216,43,0,0
1675,31532440635,306,30000,5,3.75,3235,0,1334,44,0,0
1409,29045812066,156,30000,1,1.89,3313,0,1723,23,0,0
1409,29361085493,179,30000,1,1.89,3238,0,906,26,0,0
922,27955715572,82,30000,1,3.49,3027,0,1257,12,0,0
1957,27915301864,77,30000,1,0.99,3313,0,1730,12,0,0
1957,28059530729,89,30000,1,0.99,3313,0,1228,13,0,0
1957,29117105693,160,30000,1,0.99,3313,0,1217,24,0,0
1338,28349736514,112,30000,1,1.49,3165,0,1958,17,0,0
1675,30986920510,267,30000,1,1.88,3235,-1.61,1155,39,0,0
997,31363387658,294,30000,1,1.99,3182,-0.6,2037,43,0,0
1420,30591251330,238,40000,1,2,3297,-0.29,1342,35,0,0
2144,31395798200,298,40000,2,18.78,3270,0,1601,43,0,0
1675,27820100290,70,40000,1,1.61,3235,0,1045,11,0,0
997,30734102880,248,40000,1,1.99,3182,0,2134,36,0,0
997,31726100030,316,40000,1,2.19,3182,0,2239,46,0,0
997,31228403163,286,40000,1,1.99,3182,-0.39,2103,42,0,0
1957,28924865555,149,40000,1,2.29,3313,0,1038,22,0,0
1476,29704621492,195,40000,2,2.98,3278,0,1804,29,0,0
840,30590291416,237,40000,1,1.29,3027,0,1434,35,0,0
922,27955715572,82,40000,1,4.79,3027,0,1257,12,0,0
1675,27904040658,77,40000,1,3.29,3235,-1.2,1409,12,0,0
1675,27676201390,58,40000,1,1.99,3235,0,2022,9,0,0
997,29776325834,198,40000,1,2.99,3182,0,1305,29,0,0
997,31363387658,294,40000,1,2.99,3182,0,2037,43,0,0
997,31556442723,308,40000,1,2.99,3182,0,2034,45,0,0
997,31821525458,324,40000,1,2.5,3182,-0.49,1102,47,0,0
1420,30506122048,229,40000,1,2,3297,-0.29,1450,33,0,0
997,30590003347,236,40000,2,4,3182,-0.58,2019,34,0,0
1988,27855602541,73,40000,1,2.09,3214,0,1539,11,0,0
1675,28622352391,129,40000,1,1.59,3235,-0.4,1953,19,0,0
1675,28925591759,150,40000,1,1.99,3235,0,1727,22,0,0
1675,29439046248,182,40000,1,1.99,3235,0,1555,27,0,0
1675,29715716409,196,40000,1,1.99,3235,0,1757,29,0,0
1675,31415760478,299,40000,1,1.5,3235,-0.49,1216,43,0,0
1675,28273982698,107,40000,1,1.65,3235,0,2130,16,0,0
1814,30636857123,242,40000,1,1.99,3274,0,2123,35,0,0
364,27023651934,4,40000,1,2.59,3313,0,1551,1,0,0
364,27316546915,27,40000,1,2.59,3313,0,1653,5,0,0
1182,27891610168,75,40000,1,2.94,3287,0,828,11,0,0
1182,27939626204,79,40000,1,2.94,3287,0,1333,12,0,0
364,28083525839,92,40000,1,2.55,3313,0,1931,14,0,0
62,28124549280,95,40000,1,2.99,3236,0,1830,14,0,0
1182,28225188484,103,40000,1,2.94,3287,0,2228,15,0,0
1182,28261060880,105,40000,1,2.94,3267,0,1416,16,0,0
1182,28320873409,110,40000,1,2.94,3287,0,2243,16,0,0
1182,28800807220,139,40000,1,2.94,3287,0,1636,21,0,0
121,29741426716,197,40000,1,2.55,3177,0,2012,29,0,0
1182,30589728000,235,40000,1,3.05,3267,0,2016,34,0,0
1182,30795606757,252,40000,1,3.05,3267,0,1653,37,0,0
62,31203146408,284,40000,1,2.89,3236,0,1216,41,0,0
1113,30733637259,248,40000,1,1.79,3270,-1.1,1630,36,0,0
1814,30795980406,253,40000,1,0.85,3274,0,1217,37,0,0
997,28800976041,140,40000,1,1.29,3182,0,1359,21,0,0
1113,30733637259,248,40000,1,0.99,3270,0,1630,36,0,0
1957,28284836313,108,40000,1,1.89,3313,0,2108,16,0,0
1957,28284836313,108,40000,1,2.09,3313,0,2108,16,0,0
1409,28393875674,117,40000,1,2.09,3238,0,948,17,0,0
1409,28517258574,121,40000,1,0.99,3313,-1.1,909,18,0,0
1409,28802065855,142,40000,1,1.5,3238,-0.59,1141,21,0,0
1409,29045812066,156,40000,1,1.5,3313,-0.59,1723,23,0,0
1409,29361085493,179,40000,1,1.5,3238,-0.59,906,26,0,0
1409,29714990094,195,40000,1,1.99,3313,0,707,29,0,0
2034,29888655881,206,40000,1,1.99,3177,0,1542,30,0,0
1409,29888910519,207,40000,1,1.99,3238,0,849,30,0,0
1032,30132245032,218,40000,1,1.5,3087,-0.59,2210,32,0,0
486,30809521071,254,40000,1,0.89,3217,-0.16,1426,37,0,0
1409,29361085493,179,40000,1,2.99,3238,-1.6,906,26,0,0
1814,30636857123,242,40000,2,5.98,3274,-3.2,2123,35,0,0
2144,31555965562,308,40000,1,2.38,3270,0,942,45,0,0
882,31752814912,319,40000,1,0.95,3270,0,2115,46,0,0
1675,28334505677,112,40000,1,1.05,3235,-0.7,1257,17,0,0
997,29046330695,157,40000,1,2.99,3182,0,1140,23,0,0
997,29776325834,198,40000,1,1.99,3182,-1,1305,29,0,0
997,30874417076,259,40000,1,2.89,3182,-0.26,1751,38,0,0
1675,31061661742,273,40000,1,2.89,3235,-0.26,1811,40,0,0
997,31228403163,286,40000,1,2.89,3182,-0.26,2103,42,0,0
997,31726100030,316,40000,1,3.15,3182,0,2239,46,0,0
997,29046330695,157,40000,1,1.99,3182,-0.78,1140,23,0,0
997,29302845385,174,40000,1,2.77,3182,0,1024,26,0,0
997,29438842579,182,40000,1,2.77,3182,0,2015,27,0,0
2182,29814087567,201,40000,1,2.99,3262,0,2058,29,0,0
997,30874417076,259,40000,1,2.89,3182,0,1751,38,0,0
997,31175610491,282,40000,1,2.5,3182,-0.39,1105,41,0,0
997,31363387658,294,40000,1,2.89,3182,0,2037,43,0,0
1814,31427120424,300,40000,1,2.89,3274,0,1252,44,0,0
997,31556442723,308,40000,1,2.89,3182,0,2034,45,0,0
997,31726100030,316,40000,1,2.89,3182,0,2239,46,0,0
997,31821525458,324,40000,1,2.89,3182,0,1102,47,0,0
997,28012142611,86,40000,1,2.99,3182,0,1920,13,0,0
997,31228403163,286,40000,1,2.99,3182,0,2103,42,0,0
2230,28350715060,114,40000,1,2.58,3128,0,139,17,0,0
62,28124554664,96,40000,1,2.5,3236,-1.49,1821,14,0,0
1957,27386635643,33,40000,1,2.69,3313,0,1223,5,0,0
1675,27820100290,70,40000,1,1,3235,-0.03,1045,11,0,0
1113,30733637259,248,40000,4,4,3270,-0.52,1630,36,0,0
997,31035437087,271,40000,1,1.13,3182,0,1543,39,0,0
997,29908507818,208,40000,1,1.67,3182,-0.62,1916,30,0,0
1675,27956451513,82,40000,1,1.67,3235,-0.42,1844,12,0,0
1675,29047336540,158,40000,1,2.19,3235,0,1438,23,0,0
997,29438842579,182,40000,1,1.5,3182,-0.35,2015,27,0,0
1675,30589387198,235,40000,1,1.59,3235,0,1807,34,0,0
2230,28350715060,114,40000,1,1.39,3128,0,139,17,0,0
1409,29045812066,156,40000,1,1.55,3313,0,1723,23,0,0
1409,29714990094,195,40000,1,1.65,3313,0,707,29,0,0
1409,30192611948,224,40000,1,1.69,3313,0,1635,33,0,0
2182,27288377026,26,40000,1,2.5,3262,-0.49,1757,4,0,0
997,29605285324,191,40000,1,2.77,3182,0,928,28,0,0
997,30590003347,236,40000,1,2.89,3182,0,2019,34,0,0
997,30734102880,248,40000,1,2.89,3182,0,2134,36,0,0
997,31228403163,286,40000,1,2.89,3182,0,2103,42,0,0
997,29605285324,191,40000,1,1.09,3182,0,928,28,0,0
997,29908507818,208,40000,1,2.69,3182,0,1916,30,0,0
1032,30753603617,245,40000,1,1.09,3087,0,2125,36,0,0
849,30168171210,221,40000,1,0.69,3068,-0.1,1232,32,0,0
1113,30733637259,248,40000,3,3.57,3270,0,1630,36,0,0
1957,28641340435,131,40000,1,2.99,3272,0,1058,19,0,0
1675,29989220703,210,40000,1,1.99,3235,0,1306,31,0,0
997,31049323325,272,40000,1,3.29,3182,0,2121,40,0,0
1988,27855602541,73,40000,1,1.99,3214,0,1539,11,0,0
1957,27867496285,73,40000,1,3.29,3313,0,1430,11,0,0
997,31753317724,319,40000,1,3.29,3182,0,1725,46,0,0
62,27771348934,66,40000,1,0.89,3236,-0.2,1742,10,0,0
62,28124549280,95,40000,1,0.99,3236,-0.1,1830,14,0,0
62,30753625834,245,40000,1,1.19,3236,0,1025,36,0,0
1675,27956451513,82,40000,1,2.15,3235,0,1844,12,0,0
1675,30179005324,223,40000,1,1.99,3235,0,943,33,0,0
630,28651051333,132,40000,1,1.25,3217,-0.84,1631,20,0,0
62,31118458420,277,40000,1,1.65,3236,-0.24,1235,40,0,0
2182,28071976389,91,40000,1,0.69,3262,-0.16,1448,14,0,0
2269,30733815179,248,40000,1,1.39,3035,-0.46,959,36,0,0
486,31753331594,319,40000,1,1.85,3217,0,1633,46,0,0
997,28641796466,131,40000,1,2.43,3182,-0.25,1434,19,0,0
1032,28803612958,144,40000,1,2.43,3087,-0.25,1911,21,0,0
997,28924940887,150,40000,1,2.79,3210,0,1106,22,0,0
997,29046330695,157,40000,1,2.58,3182,0,1140,23,0,0
997,29197667908,167,40000,1,2.53,3182,0,1842,25,0,0
997,29605285324,191,40000,1,2.58,3182,0,928,28,0,0
997,29908507818,208,40000,1,2.68,3182,0,1916,30,0,0
997,30063485136,215,40000,1,2.68,3182,0,105,31,0,0
1182,30589728000,235,40000,1,3.09,3267,0,2016,34,0,0
997,30590003347,236,40000,2,5.5,3182,0,2019,34,0,0
997,30734102880,248,40000,1,2.69,3182,0,2134,36,0,0
997,30874417076,259,40000,1,2.59,3182,0,1751,38,0,0
997,31228403163,286,40000,1,2.59,3182,0,2103,42,0,0
997,31363387658,294,40000,2,5.18,3182,0,2037,43,0,0
997,31427012828,300,40000,1,2.59,3182,0,1913,44,0,0
997,31556442723,308,40000,2,5.18,3182,0,2034,45,0,0
997,31726100030,316,40000,1,2.59,3182,0,2239,46,0,0
997,31821525458,324,40000,1,2.67,3182,0,1102,47,0,0
755,27640055933,55,40000,1,1.39,3131,0,1142,9,0,0
1957,27867496285,73,40000,1,1.2,3313,-0.19,1430,11,0,0
1957,28284836313,108,40000,1,1.2,3313,-0.19,2108,16,0,0
358,31087730811,275,40000,2,2,3266,-0.78,1107,40,0,0
2144,31395798200,298,40000,1,1.39,3270,0,1601,43,0,0
2182,30912300033,260,40000,2,0.8,3262,-0.2,2336,38,0,0
1675,27904040658,77,40000,2,1.8,3235,0,1409,12,0,0
1675,31272000346,289,40000,1,0.9,3235,0,1027,42,0,0
1420,30591251330,238,40000,1,2.25,3297,0,1342,35,0,0
997,27831937999,71,40000,1,2.42,3182,0,1907,11,0,0
1032,28273232988,107,40000,1,2.52,3087,0,2248,16,0,0
922,28544995058,122,40000,1,2.79,3270,0,2253,18,0,0
1032,28759847790,138,40000,1,2.68,3087,0,2029,20,0,0
1032,29438306999,182,40000,1,2.58,3087,0,1620,27,0,0
1032,29512090429,186,40000,1,2.58,3087,0,932,27,0,0
1032,30132245032,218,40000,1,2.68,3087,0,2210,32,0,0
1032,30753603617,245,40000,1,2.75,3087,0,2125,36,0,0
1032,30859483127,258,40000,1,2.69,3087,0,2146,38,0,0
1032,31034890485,271,40000,1,2.69,3087,0,1042,39,0,0
1032,31073043222,274,40000,1,2.69,3087,0,2002,40,0,0
997,31175610491,282,40000,1,2.69,3182,0,1105,41,0,0
1032,31256957328,288,40000,1,2.69,3087,0,1647,42,0,0
1032,31395742636,298,40000,1,2.69,3087,0,1748,43,0,0
2144,31395798200,298,40000,1,2.75,3270,0,1601,43,0,0
1032,31635116900,311,40000,1,2.69,3087,0,1651,45,0,0
1032,31713548396,316,40000,1,2.69,3087,0,2123,46,0,0
997,31726100030,316,40000,1,2.69,3182,0,2239,46,0,0
2144,31737650322,318,40000,1,2.75,3270,0,629,46,0,0
1032,31791474940,322,40000,1,2.67,3087,0,1815,47,0,0
997,31821525458,324,40000,1,2.67,3182,0,1102,47,0,0
1957,29117105693,160,40000,1,1.65,3313,0,1217,24,0,0
2144,31395798200,298,40000,1,3.49,3270,0,1601,43,0,0
997,28012142611,86,40000,1,4.99,3182,0,1920,13,0,0
1959,29741515603,196,40000,1,1.99,3271,-0.7,1307,29,0,0
1675,27676201390,58,40000,1,1.5,3235,-0.49,2022,9,0,0
1675,28125285204,96,40000,1,1.99,3235,0,920,14,0,0
1675,28334505677,112,40000,2,2.66,3235,-1.32,1257,17,0,0
1675,29332931401,176,40000,1,1.99,3235,0,1652,26,0,0
1675,29439046248,182,40000,1,1.99,3235,0,1555,27,0,0
1675,30179005324,223,40000,1,1.99,3235,0,943,33,0,0
1675,30244166714,228,40000,1,1.99,3235,0,1632,33,-0.55,0
1113,30733637259,248,40000,1,0.99,3270,-1,1630,36,0,0
1675,30755397989,246,40000,4,3.96,3235,-4,1907,36,0,0
1675,31415760478,299,40000,1,1.99,3235,0,1216,43,0,0
1675,31532440635,306,40000,1,1.99,3235,0,1334,44,-1,0
1814,28200557352,101,40000,1,2.15,3274,0,1940,15,0,0
997,31363387658,294,40000,1,4.99,3182,-1,2037,43,0,0
1675,27676201390,58,40000,1,2.29,3235,0,2022,9,0,0
1675,31061661742,273,40000,3,5,3235,-3.97,1811,40,0,0
1675,31532440635,306,40000,2,3.78,3235,-2.2,1334,44,0,0
1675,29605491530,191,40000,1,0.88,3235,-0.21,1632,28,0,0
1675,29101136795,160,40000,2,1.38,3235,-0.32,1645,24,0,0
1675,30109136660,217,40000,1,0.89,3235,0,1817,32,0,0
1032,31034890485,271,40000,1,1.99,3087,-1.4,1042,39,0,0
997,28012142611,86,40000,2,2.38,3182,0,1920,13,0,0
1182,27891610168,75,40000,1,2.94,3287,0,828,11,0,0
997,28012142611,86,40000,1,2.33,3182,-0.09,1920,13,0,0
1476,28031051832,87,40000,1,2.58,3278,0,1803,13,0,0
1182,28261160549,105,40000,1,2.94,3287,0,1034,16,0,0
1032,28273232988,107,40000,1,2.52,3087,0,2248,16,0,0
203,28273880965,107,40000,1,2.99,3274,0,1517,16,0,0
1182,28350471257,113,40000,1,2.94,3287,0,1341,17,0,0
1182,28408376341,117,40000,1,2.94,3267,0,1618,17,0,0
1032,28759847790,138,40000,1,2.43,3087,-0.25,2029,20,0,0
1182,29241240705,168,40000,1,2.94,3287,0,1113,25,0,0
1182,29513258664,186,40000,1,2.94,3287,0,2117,27,0,0
1420,30506122048,229,40000,1,2.89,3297,0,1450,33,0,0
1814,30636857123,242,40000,1,2.99,3274,0,2123,35,0,0
2182,30945992558,264,40000,1,2.79,3262,0,2152,38,0,0
1420,31245118861,287,40000,1,2.79,3297,0,2013,42,0,0
882,31556141819,307,40000,1,2.57,3283,0,1709,45,0,0
882,31752814912,319,40000,1,2.79,3270,0,2115,46,0,0
2144,28759851275,138,40000,1,1.99,3242,0,1414,20,0,0
997,31753317724,319,40000,1,1.99,3182,0,1725,46,0,0
882,29704811969,194,40000,1,2.19,3283,0,1553,28,0,0
32,28273822100,107,40000,1,1.99,3036,0,1751,16,0,0
486,30636771192,242,40000,2,0.25,3217,0,1411,35,0,0
683,29741441180,197,40000,1,2.89,3124,-0.1,1232,29,0,0
62,28124549280,95,40000,1,0.55,3236,0,1830,14,0,0
1420,31163308315,281,40000,1,0.59,3297,0,1915,41,0,0
1420,31245118861,287,40000,1,0.59,3297,0,2013,42,0,0
1228,29513525602,187,40000,1,0.89,3248,0,1302,27,0,0
997,30734102880,248,40000,1,0.95,3182,0,2134,36,0,0
997,29046330695,157,40000,1,3.5,3182,-1.49,1140,23,0,0
1675,30828712214,256,40000,1,1.75,3235,0,2140,37,0,0
997,27404686350,36,40000,1,2.25,3182,-0.1,1502,6,0,0
1338,28031440374,86,40000,1,2.99,3165,-3,1124,13,0,0
1182,30063222284,214,40000,1,1.67,3267,-0.92,1802,31,0,0
1675,29908730146,208,40000,1,0.99,3235,0,849,30,0,0
882,31752814912,319,40000,1,1.3,3270,0,2115,46,0,0
486,30636771192,242,40000,2,0.25,3217,0,1411,35,0,0
2144,31555965562,308,40000,1,0.79,3270,0,942,45,0,0
1988,28224164332,102,40000,1,1.29,3214,0,1807,15,0,0
1182,28261160549,105,40000,1,0.55,3287,0,1034,16,0,0
1182,27891612309,75,40000,1,2.75,3287,0,1700,11,0,0
1675,28125285204,96,40000,2,2.4,3235,-1.5,920,14,0,0
1675,30109136660,217,40000,2,2.5,3235,-1.4,1817,32,0,0
1675,30244166714,228,40000,1,1.25,3235,-0.7,1632,33,0,0
1675,31061661742,273,40000,1,0.85,3235,0,1811,40,0,0
1814,28200557352,101,40000,2,1.58,3274,0,1940,15,0,0
1957,28641340435,131,40000,1,0.69,3272,0,1058,19,0,0
1675,27820100290,70,40000,1,1.5,3235,-0.15,1045,11,0,0
486,30636771192,242,40000,2,0.25,3217,0,1411,35,0,0
1957,27386635643,33,40000,1,0.99,3313,0,1223,5,0,0
997,27404686350,36,40000,1,0.99,3182,0,1502,6,0,0
32,27568217147,49,40000,1,0.99,3257,0,1859,8,0,0
62,27771348934,66,40000,1,0.99,3236,0,1742,10,0,0
1675,27904040658,77,40000,2,1.98,3235,0,1409,12,0,0
1675,27956451513,82,40000,1,0.99,3235,0,1844,12,0,0
1675,28060252142,90,40000,1,0.99,3235,0,1950,14,0,0
1675,28125285204,96,40000,1,0.99,3235,0,920,14,0,0
1988,28224164332,102,40000,2,1.98,3214,0,1807,15,0,0
1675,28334505677,112,40000,1,0.99,3235,0,1257,17,0,0
121,28420685198,119,40000,1,0.69,3177,-0.3,1015,18,0,0
1675,28802746690,142,40000,2,1.98,3235,0,1713,21,0,0
1675,29332931401,176,40000,1,0.79,3235,-0.2,1652,26,0,0
1409,29361085493,179,40000,1,0.99,3238,0,906,26,0,0
1409,30063010494,215,40000,1,0.99,3238,0,847,31,0,0
1675,30179005324,223,40000,1,0.99,3235,0,943,33,0,0
1032,30243432289,228,40000,2,1.98,3087,0,1651,33,0,0
1814,30636857123,242,40000,1,0.99,3274,0,2123,35,0,0
1182,30795606757,252,40000,1,0.77,3267,-0.22,1653,37,0,0
1032,31034890485,271,40000,1,0.88,3087,-0.11,1042,39,0,0
1675,31415760478,299,40000,1,0.99,3235,0,1216,43,0,0
1675,31532440635,306,40000,2,1.98,3235,0,1334,44,0,0
1032,31635116900,311,40000,1,0.99,3087,0,1651,45,0,0
1032,31791474940,322,40000,1,0.99,3087,0,1815,47,0,0
1675,31821756679,324,40000,1,0.99,3235,0,1740,47,0,0
1338,28349736514,112,40000,1,0.33,3165,-0.02,1958,17,0,0
1182,30859842803,257,40000,1,3.59,3287,-0.4,1930,37,0,0
997,31363387658,294,40000,1,1.89,3182,0,2037,43,0,0
203,28273880965,107,40000,1,0.99,3274,-0.36,1517,16,0,0
1182,29044566186,154,40000,1,1,3287,-0.59,1306,23,0,0
486,30809521071,254,40000,1,0.89,3217,-0.16,1426,37,0,0
1957,28059530729,89,40000,1,1.09,3313,0,1228,13,0,0
1957,28641340435,131,40000,1,0.99,3272,-0.1,1058,19,0,0
1957,29117105693,160,40000,1,1.09,3313,0,1217,24,0,0
284,29531116865,188,40000,1,1.99,3262,-1,1705,28,0,0
997,29046330695,157,40000,1,0.53,3182,0,1140,23,0,0
1409,28856455232,145,40000,1,1.97,3313,-0.48,929,21,0,0
1409,30192611948,224,40000,1,1.97,3313,-0.48,1635,33,0,0
1814,30636857123,242,40000,1,2.45,3274,0,2123,35,0,0
1032,30753603617,245,40000,1,2.45,3087,0,2125,36,0,0
997,31228403163,286,40000,1,2,3182,-0.45,2103,42,0,0
1814,31427120424,300,40000,1,2,3274,-0.45,1252,44,0,0
1032,31791474940,322,40000,1,2.5,3087,-1.19,1815,47,0,0
997,28641796466,131,40000,1,1.54,3182,0,1434,19,0,0
997,29046330695,157,40000,1,1.54,3182,0,1140,23,0,0
997,29302845385,174,40000,1,1.54,3182,0,1024,26,0,0
997,29605285324,191,40000,1,1.54,3182,0,928,28,0,0
997,29908507818,208,40000,1,1.54,3182,0,1916,30,0,0
997,30590003347,236,40000,1,1.61,3182,0,2019,34,0,0
997,30734102880,248,40000,1,1.61,3182,0,2134,36,0,0
997,31228403163,286,40000,1,1.61,3182,0,2103,42,0,0
997,31363387658,294,40000,1,1.5,3182,-0.11,2037,43,0,0
997,31556442723,308,40000,3,4.83,3182,0,2034,45,0,0
2144,31395798200,298,40000,1,1.29,3270,-0.1,1601,43,0,0
1675,27676201390,58,40000,1,1.5,3235,-0.36,2022,9,0,0
997,27831937999,71,40000,2,3,3182,-0.78,1907,11,0,0
997,28012142611,86,40000,2,3,3182,-0.78,1920,13,0,0
997,29908507818,208,40000,1,1.89,3182,0,1916,30,0,0
1675,31415760478,299,40000,1,1.5,3235,-0.36,1216,43,0,0
683,30220086608,226,40000,1,1.45,3124,0,1515,33,0,0
1675,31272000346,289,40000,1,0.9,3235,0,1027,42,0,0
2144,31555965562,308,40000,1,0.79,3270,0,942,45,0,0
1675,31061661742,273,40000,1,3.69,3235,0,1811,40,0,0
997,31753317724,319,40000,1,3.69,3182,0,1725,46,0,0
997,31753317724,319,40000,1,1.99,3182,0,1725,46,0,0
683,29847806846,203,40000,1,3.39,3124,0,1645,30,0,0
1113,30733637259,248,40000,1,1.19,3270,-0.1,1630,36,0,0
2182,29186005963,166,40000,1,0.95,3262,0,1345,24,0,0
2182,29814087567,201,40000,4,3.8,3262,0,2058,29,0,0
1675,28060252142,90,40000,1,2.99,3235,-2.4,1950,14,0,0
1409,28856455232,145,40000,1,1,3313,-0.39,929,21,0,0
1409,28802065855,142,40000,1,3.15,3238,0,1141,21,0,0
601,28297071931,109,40000,2,2.18,3102,-0.4,1605,16,0,0
1957,27386635643,33,40000,1,0.89,3313,0,1223,5,0,0
997,27361431746,33,40000,1,0.79,3182,-0.06,1522,5,0,0
486,31257536691,288,40000,1,0.89,3217,0,1724,42,0,0
1338,28349736514,112,40000,1,1.25,3165,-0.9,1958,17,0,0
1675,29605491530,191,40000,5,2,3235,-0.6,1632,28,0,0
1675,31272000346,289,40000,5,2,3235,-0.25,1027,42,0,0
1675,31532440635,306,40000,1,1,3235,-1.59,1334,44,0,0
849,30168171210,221,40000,1,1.19,3068,0,1232,32,0,0
1675,29908730146,208,40000,1,1.29,3235,0,849,30,0,0
1420,30591251330,238,40000,1,1.32,3297,0,1342,35,0,0
62,28124549280,95,40000,1,0.55,3236,0,1830,14,0,0
997,29046330695,157,40000,1,0.53,3182,0,1140,23,0,0
997,29302845385,174,40000,1,0.53,3182,0,1024,26,0,0
997,29776325834,198,40000,1,0.53,3182,0,1305,29,0,0
